23,ĐẠI HỌC THANH ĐẢO,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
请谈谈你的汉语学习方法。
你在学习计划中提到自己曾经实习过，那么你的实习工作是什么？你觉得自己从中积累了哪些经验？
请简单介绍一下你的毕业论文。
你的研究方向是什么？你为什么选择这个研究方向？
请谈谈你两年的学习计划。",,,
24,ĐẠI HỌC SƯ PHẠM PHÚC KIẾN,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍，并谈谈你对我们学校的了解。
请谈谈你的汉语学习经历。
你的研究题目是什么？为什么选择这个题目？
请谈谈你三年的学习计划。",,,
25,ĐẠI HỌC SƯ PHẠM THIÊN TÂN,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
你在学习汉语的过程中遇到过困难吗？你是怎么克服这些困难的？
除了在学校学习以外，你还参加过哪些活动来提高自己的汉语水平？
请介绍一部你很喜欢的中国电影、节目或者作品。","hệ thạc gsp
Đầu tiên cô bảo giới thiệu bản thân, sau đó là đặt câu hỏi.
- Biết đến ĐHSP TT từ đâu
- Chấp nhận ở trong trường không
- Có apply Cis không",,
26,ĐẠI HỌC SƯ PHẠM HOA ĐÔNG,Đại học,,,,
,,Thạc sĩ,"Ngành GDHNQT
请做自我介绍。
大学最喜欢哪门课？为什么？
为什么选择 ChatGPT 作为研究主题？
在教学中会不会使用 ChatGPT？
在教学中，字形、字音、字义哪个最重要？为什么？"," CSC hệ Thạc bằng tiếng Anh ngành Thiết kế 
Giới thiệu bản thân chiếu slide (cái này được yêu cầu chuẩn bị)
Kỹ năng thiết kế hiện tại của em là từ đâu mà có? Cái này mình trả lời thành thật, mình kêu là thật sự mình ko có nền tảng bài bản, trước học C2 C3 mình chỉ xem Youtube học tutorial bắt chước, sau lên DAV học Truyền thông quốc tế có vài môn liên quan/cần xài đến thiết kế thì mình mài giũa được thêm.
Cái KLTN của em là 1 người làm hay 2 người? Cái này có gì trả lời đó.
Sao em biết đến program này của trường? Mình kêu là mình đi research, thấy curriculum với định hướng chuyên ngành của program này hợp với mình nên mình pick.",,
27,Đại học Ngoại ngữ Tứ Xuyên (SISU),Đại học,,,,
,,Thạc sĩ," thạc GDHNQT SISU 
Cô hỏi: Em nói em đang dạy học ở trường học, em thường áp dụng các phương pháp gì. Những phương pháp em áp dụng có hiệu quả không? Vai trò của em trên lớp học là gì? Em có ứng dụng AI trong dạy học không? Em nghĩ gì về việc sinh viên dùng AI? Hãy giới thiệu về luận văn đại học của em. Mình bảo ĐH mình không làm luận văn. Cô bảo thế giới thiệu 1 bài nghiên cứu
Thầy hỏi: m thi HSK được chừng đấy điểm đúng không, rồi giờ cho em 1 phút hãy giới thiệu cho người mới học tiếng Trung, chưa có nền tảng gì về văn hoá ngày lễ truyền thống của TQ. Mình bảo em sẽ giới thiệu các ngày lễ mà TQ có VN có rồi giống nhau khác nhau thế nào, thầy bảo không, ý thầy không phải như thế, hãy nói về nội hàm văn hoá trong đó",,,
28,Đại học Sư phạm Cáp Nhĩ Tân,Đại học,"hệ đại sichou 教育学
Em thi có chứng chỉ hsk mấy và bao nhiêu điểm ? HSKK bao nhiêu ?
Em nhiều kinh nghiệm ôn thi như vậy thì có thể nói cho cô biết ôn thi e gặp những vấn đề nào ?
Em từng đến Trung Quốc chưa ? Đi với ai ? Bố mẹ có đồng ý không ?
Điều gì ở Trung Quốc khiến em nhớ mãi ?",,,
,,Thạc sĩ,,,,
29,Đại học kinh tế tài chính Thượng Hải,Đại học,,,,
,,Thạc sĩ,"Ngành kinh tế ( phỏng vấn AI )
Ví dụ: Trong tương lai, các doanh nghiệp có thể sẽ theo đuổi xu hướng phi toàn cầu hoá không? Bạn cảm thấy vấn đề này như thế nào?
-> Nếu các doanh nghiệp theo đuổi xu hướng này, có thể họ sẽ không nhận được sự ưu đãi từ các hiệp định thương mại tự do nữa, doanh nghiệp sẽ tự chủ nhiều hơn vào vốn và nguồn lực của mình.
-> AI hỏi tiếp: Bạn vừa nói nếu doanh nghiệp theo đuổi các FTA thì họ sẽ phải chủ động hơn trong vốn và nguồn lực, vậy bạn có cách nào để doanh nghiệp có được nguồn lực và nguồn vốn tốt không?
Đây là cách mà AI gen câu hỏi và lắng nghe bạn trả lời (theo mình follow là vậy)
Về việc trả lời câu hỏi hay nói sao cho tốt thì mình không có kinh nghiệm gì để khuyên các bạn cả, mình chỉ khuyên các bạn bình tĩnh, lắng nghe rõ thôi. Vì thực chất, có khi ôn xong lúc vào phỏng vấn cũng thấy rỗng tuếch. Lúc đó là bản thân phải dùng tất cả các kĩ năng để đối phó thui.
Thời gian phỏng vấn: Trưởng thông báo tầm 10’, nhưng trong hệ thống thì có thể tf hơn 10’ nhé."," (phỏng vấn AI)  Silk Road ngành International business dạy bằng tiếng Anh
1. How do you understand the recent global trend of deglobalization?
2. Could you elaborate on how these strategies impact multinational corporations' decisions when entering new markets?
3. How do multinational corporations analyze the institutional environment of a new market before making entry decisions?
4. Could you share a specific example, perhaps from your own experience, where understanding cultural differences was more challenging than handling language barriers in international business?
5. How did you measure the effectiveness of your adapted teaching approach in meeting diverse cultural needs?
6. how do you understand the impact of the Belt and Road Initiative (BRI) on the internationalization of Chinese enterprises?
7. What challenges do they typically face during this adaptation process?","ngành Tài chính kinh tế ( phỏng vấn AI )
Vốn ngân sách (Capital Budgeting) là gì? (Câu đầu tiên do mình sốc chưa kịp load nên AI đổi sang câu này 🥲)
Tại sao doanh nghiệp cần thực hiện quyết định ngân sách vốn?
Bạn có thể nói cụ thể hơn về những yếu tố quan trọng mà doanh nghiệp cần chú ý khi đánh giá dự án đầu tư như chi phí, lợi nhuận và rủi ro không?
Theo bạn, khi đối mặt với các dự án đầu tư có rủi ro cao, doanh nghiệp có thể áp dụng những biện pháp nào để giảm rủi ro?
Vậy theo bạn, khi thực hiện đa dạng hóa đầu tư, doanh nghiệp nên lựa chọn các danh mục đầu tư khác nhau như thế nào để đạt hiệu quả tốt nhất?
Vậy trong thực tế, doanh nghiệp đánh giá hiệu quả của danh mục đầu tư như thế nào để biết liệu đã đạt được mục tiêu kỳ vọng hay chưa?",
30, ĐẠI HỌC THÂM QUYẾN,Đại học,"HỆ ĐẠI ĐẠI HỌC THÂM QUYẾN - NGÀNH THƯƠNG MẠI ĐIỆN TỬ ]
Mình đã chuẩn bị rất kĩ các câu hỏi để pvan với 1 tâm thế thật tự tin . Nhưng khi phỏng vấn mình chỉ hỏi duy nhất 1 câu là tại sao chọn ngành là dễ nhất . Và sau đó là một chuỗi câu hỏi quái thai dị dạng . 
1 . Giới thiệu bản thân 
2 . Trường hỏi cấp 3 toán mình học những chủ đề gì . 
Sau đó nêu khái niệm đạo hàm , cách tính đạo hàm , min max đạo hàm , cthuc tính thể tích hình trụ , lượng giác . Mik đã liên tục nói là mik ko biết trong tiếng trung mấy cái này nên nói như nào ，mik chỉ có thể biểu đạt bằng tiếng Việt thôi NHƯNG trường ko tha cho mik . Trường chuyển qua hỏi tiếng Anh , mà cái tiếng n rè rè ồm ồm n Ấn Độ mik cx chịu luôn :))))))))) 
3 . Mình nói ở VN học toán dùng máy tính thì trường lại hỏi trình độ máy tính của mik như nào 
4. Hỏi tại sao chọn ngành TMDT ",,,
,,Thạc sĩ,,,,
31,"Đại học Kinh tế Đối ngoại Thượng Hải ( SUIBE )
 (上海对外经贸大学）",Đại học,,,,
,,Thạc sĩ,"PHỎNG VẤN THẠC SUIBE 
Sẽ có 5 thầy cô nhưng phỏng vấn chỉ có 3 người hỏi.
1. Giới thiệu bản thân
2.đề tài nghiên cứu lúc còn học đại học, dùng các phương pháp gì lấy số liệu ra kết quả, bài nghiên cứu dài bao nhiêu trang, bài văn tiếng trung hoặc nghiên cứu đã từng viết dài nhất bao nhiêu chữ, ý định viết luận văn bằng tiếng anh hay tiếng trung.","Ngành kinh tế và thương mại quốc tế - pvan Sichou
Tại sao Tp.HCM trong mấy năm gần đây lại phát triển",,
32,Đại học Phúc Đán,Đại học,"Ngành Truyền Thông ( đợt 2)
1.Giới thiệu bản thân trong 2 phút
2.Trong KHHT em có nói năm ngoái đã apply Fudan, vậy em đã apply ngành nào?
3.Em hiểu gì về ngành Truyền Thông
4.Đã từng đọc qua sách về Truyền thông chưa?
5.Đa số những hiểu biết của em đều là thông qua các nền tảng mạng xã hội học được đúng ko?
6. Ba mẹ em có phải người Trung Quốc ko?
7.Em đã học tiếng trung bao lâu?
8.Từng đến Thượng Hải, từng đến Fudan tham quan chưa?
9.Em nghĩ lý do năm ngoái em trượt là gì?
Phần câu hỏi bằng Tiếng Anh
10.Hãy kể về sở thích của em
11.Lý do thích em thích Fudan?
12.Nếu được hỏi trường một câu hỏi thì em sẽ hỏi gì?","Ngành Tài chính ( hb ) 
Hỏi về Cổ phiếu, Lạm phát, lãi suất, ...
mục tiêu tăng trưởng gpd 10% của vn có khả năng thực hiện dc k
nhận xét thu nhập bình quân của vn tính theo hộ gd ",,
,,Thạc sĩ,,,,
33,Đại học Công Nghệ Hà Bắc,Đại học,"Ngành kinh tế - tài chính
自我介绍
→ Hãy tự giới thiệu bản thân.
请介绍一下你的家庭情况，你的父母是做什么工作的？
→ Hãy giới thiệu về hoàn cảnh gia đình của bạn, bố mẹ bạn làm nghề gì?
如果学校举办汉语类比赛，你愿意参加吗？
→ Nếu trường tổ chức cuộc thi tiếng Trung, bạn có muốn tham gia không?
你对自己国家经济发展的历史了解多少？
→ Bạn hiểu biết bao nhiêu về lịch sử phát triển kinh tế của đất nước mình?
毕业以后你打算做什么？
→ Sau khi tốt nghiệp bạn dự định làm gì?
你对中国企业有哪些了解？
→ Bạn biết gì về các doanh nghiệp Trung Quốc?",,,
,,Thạc sĩ,,,,
34,Đại học Tây Bắc,Đại học,"Ngành Kinh tế - tài chính
为什么选择这个专业。
→ Tại sao bạn chọn ngành này?
在学校里，你哪门课学得最好？哪门课学得最差？
→ Ở trường, môn nào bạn học tốt nhất? Môn nào học kém nhất?
你有什么兴趣爱好？
→ Bạn có sở thích gì?
你还申请了其他学校吗？
→ Bạn có nộp hồ sơ vào trường nào khác không?
你是通过什么渠道了解到这所学校的？
→ Bạn biết đến trường này qua kênh nào?",,,
,,Thạc sĩ,,,,
35,Đại học Dầu Khí Trung Quốc,Đại học,"Ngành Thương mại quốc tế
请在一分钟内做一下自我介绍。
→ Hãy tự giới thiệu trong vòng một phút.
你最喜欢这所学校的哪一点？
→ Bạn thích điểm nào nhất ở trường này?
你对国际贸易有哪些了解？你知道有哪些公司从越南向中国运输货物吗？
→ Bạn hiểu gì về thương mại quốc tế? Bạn biết những công ty nào vận chuyển hàng hóa từ Việt Nam sang Trung Quốc không?
你有什么兴趣爱好？
→ Bạn có sở thích gì?",,,
,,Thạc sĩ,,,,
36,Đại học Dân tộc Tây Nam,Đại học,"Ngành kinh tế
请做一下自我介绍。
→ Hãy tự giới thiệu bản thân.
请介绍一下你的学习计划。
→ Hãy giới thiệu kế hoạch học tập của bạn.
你怎么看待当前中越国际合作与双边关系？
→ Bạn nhìn nhận thế nào về hợp tác quốc tế và quan hệ song phương Trung – Việt hiện nay?
在当前经济形势下，这个专业会产生什么影响？
→ Trong tình hình kinh tế hiện nay, ngành này sẽ chịu ảnh hưởng như thế nào?
这个专业与东盟关系之间有什么联系？
→ Ngành này có mối liên hệ gì với ASEAN?",,,
,,Thạc sĩ,,,,
37,Đại học Đông Nam ( SEU ),Đại học,"Câu hỏi về định hướng cá nhân
主要围绕留学动机、来华学习适应能力，以及个人未来规划展开，综合评判考生的求学诚意、心态稳定性与自主学习能力。
→ Chủ yếu xoay quanh:
động lực du học
khả năng thích nghi khi học tập tại Trung Quốc
kế hoạch tương lai cá nhân
Từ đó đánh giá mức độ nghiêm túc trong việc học, tâm lý ổn định và khả năng tự học của thí sinh
Ví dụ câu hỏi:
1. 为什么想要来中国/南京留学？
→ Tại sao bạn muốn sang Trung Quốc/Nam Kinh du học?
2. 如果在语言沟通和文化差异上遇到问题，准备怎么适应？
→ Nếu gặp khó khăn về ngôn ngữ và khác biệt văn hóa, bạn dự định thích nghi như thế nào?
3. 面对学业中出现的难题，你会采取哪些应对办法？
→ Khi gặp khó khăn trong học tập, bạn sẽ áp dụng những cách nào để giải quyết?","Đối với các ngành liên quan đến kiến trúc:
主要围绕作品集、设计思路、专业认知与个人发展方向展开考察，重点评判学生的专业功底、设计逻辑与学习潜力。
→ Chủ yếu đánh giá dựa trên:
portfolio/tác phẩm
tư duy thiết kế
hiểu biết chuyên ngành
định hướng phát triển cá nhân

Trọng tâm là đánh giá nền tảng chuyên môn, logic thiết kế và tiềm năng học tập của sinh viên."," Học bổng Trường- Ngành Luật
1 Gthieu bản thân 
2 câu hỏi chuyên ngành: 
+Chỉ ra sự khác biệt giữa pháp luật Việt Nam và pháp luật Trung Quốc
+Pháp luật Việt Nam thuộc thể chế gì (欧美体系hay là 大陆体系)
3 +Có định học lên thạc sĩ tại TQ sau khi tốt nghiệp hay không
+Ở trường em có được học môn chính trị hay lịch sử không, các cô có hỏi thêm trình độ lịch sử trên trường mình thế nào 
+ Trong phần gthieu bản thân thì mình cũng có gthieu bản thân có làm tiktoker, thì thầy hỏi mình làm về ndung gì
+ còn apply trường nào khác không
","物流管理 ( Quản lý Logistics ) - hb trường

1.自我介绍
    Tự giới thiệu
2, 学中文多久了
    Học tiếng Trung bao lâu rồi
3. 对于越南物流的了解
    Hiểu biết về logistics Việt Nam
4.你的爱好
    Sở thích của bạn
"
,,Thạc sĩ,,,,
38,Đại học Hạ Môn ( XMU ),Đại học,"Ngành Tài Chính  ( hb tỉnh Phúc Kiến )
Câu 1. Giới thiệu bản thân trong 1’
Câu 2. Giải Toán (thầy cho đề bằng tiếng Anh). Đề của học viên mình là: “Cho phương trình bậc hai x^2 - 5x + m = 0 có một nghiệm là 2. Hãy tìm nghiệm còn lại và giá trị của m.”
Câu 3. Em biết gì về “Hedge Fund” (Tạm dịch là Quỹ phòng hộ)?
Câu 4. Bình thường em hay luyện tiếng với ai?
Câu 5 <câu này năm ngoái có hỏi>. Em có đọc qua cuốn sách nào (về chuyên ngành) không?
Câu 6: Hỏi đáp tiếng Anh: Em là người hướng ngoại (open-minded) hay hướng nội (introvert)?
Câu 7. Hỏi đáp tiếng Anh: Hãy nói tóm gọn những gì em biết về Lý Thanh Chiếu? (Do trong kế hoạch học tập bạn có đề cập đến)",,,
,,Thạc sĩ,,,,
39,Đại học Hoa Kiều,Đại học,,,,
,,Thạc sĩ,"Giới thiệu bản thân
 Em hiểu gì về chuyên ngành.
 Sách em từng đọc (sách liên quan đến chuyên ngành) hoặc thơ ca, truyện. 
Sở thích, khuyên bạn nên đọc thêm sách và tủ 1, 2 bài thơ cổ. Lý Bạch Đỗ Phủ hay ai đó cũng được",,,
40,Đạ Học Chiết Giang,Đại học,,,,
,,Thạc sĩ,"hb ZIBS hệ Tiếng Anh ngành liên quan đến Culture ( thầy cô khá quan tâm về work exp)
1/ Giới thiệu bản thân
2/ Kinh nghiệm đi làm
3/ Tại sao apply China? ZJU?
4/ 1 case study challenge đã overcome là gì?
5/ 2 lý do tại sao ZJU lại phải chọn bạn?
6/ Bạn có thể contribute điều gì cho trường?
7/ Nếu không có scholarship thì bạn có đi học không?","Ngành kinh tế
 thông tin cá nhân, thành tựu cá nhân, kinh nghiệm nghề nghiệp. ( 5p )
Thầy hỏi thêm về chuyên ngành, kinh nghiệm làm việc, tốt nghiệp đại học viết luận văn không?","ngành kinh tế 
em nghĩ như thế nào về chính sách thuế quan hạn ngạch của Hoa Kì đến chuỗi cung  ứng toàn cầu trong dài hạn và sự chuyển dịch cơ cấu sản xuất trên bản đồ thế giới như thế nào",
41,Đại Học Trung Sơn ,Đại học,"ngành 旅游管理 hb CSC
1.Giới thiệu bản thân
2. Chọn câu hỏi, từ 1 tới 20 mấy á, mỗi số sẽ có 3 câu hỏi, mình chọn 14 
- Màu sắc hoặc logo nào thường có trên quần áo của đất nước em, tại sao, còn ở Trung Quốc thì sao?
- Tàu cao tốc sẽ bảo vệ môi trường hơn so với oto, câu này là 判断 hay 观念
- Làm theo lời khuyên của người khác và có suy nghĩ của riêng bản thân, tại sao, nếu là em em sẽ chọn cái nào?
3.Một vài câu hỏi ngoài nữa
- Em học tiếng Trung bao lâu rồi
- Em từng nói em đã học ở Trung Quốc, học bao lâu
- Tại sao em apply 中山大学
- Ngoài trường ra thì em còn apply trường nào khác không?",,,
,,Thạc sĩ,,,,
42,Đại học Trung Y Dược Nam Kinh (南京中医药大学),Đại học,"Ngành 中医学 hb CSC
1.Giới thiệu bản thân
2.Mục đích em chọn ngành vì công việc hay yêu thích",,,
,,Thạc sĩ,,,,
43,Đại học Vân Nam ( YNU ),Đại học,"Ngành Hán Ngữ 
1. Giới thiệu bản thân trong 3'
2.Sau khi tốt nghiệp đến 2026 em đã làm gì
3. Tại sao lại chọn trường
4. Ngoài trường ra còn chọn trường nào khác không
5. Nếu k có học bổng, em có chấp nhận học tự phí không",,,
,,Thạc sĩ,,,,
44,"Đại học Dược Trung Quốc
 ( CPU )",Đại học,,,,
,,Thạc sĩ,"hb CSC type B - Ngành dược
Câu 1: Chào em, em là cựu sinh viên của CPU hỏ, em tốt nghiệp năm nào vậy?… Em có 1p trình bày giới thiệu bản thân
Câu 2: Em đang làm cviec gì? Sao cviec đang tốt thế tự nhiên lại muốn quay lại TQ học?
Câu 3: Ngành em làm là về Đông Dược hay Tây dược?
Câu 4: Em dự định tốt nghiệp xong sẽ làm gì?
Câu 5: Mối qhe của em vs cô …, sao em lại biết cô…? Trước em làm nghiên cứu ở VN, làm thế nào tốt nghiệp được trong khi học online?…",,,
45,Đại học Kinh tế và Luật Trung Nam,Đại học,"Ngành Thương mại quốc tế - hb trường 
Phỏng vấn hôm nay có khoảng 17ng mỗi người  3'
1 Giới thiệu bản thân 
2 Cấp 3 e học tốt môn nào nhất
3 Sao em chọn đến Trung Quốc du học 
",,,
,,Thạc sĩ, ,,,
46,Đại Học Dân Tộc Vân Nam,Đại học,"hb Trường
1: Giới thiệu bản thân
2 : Kế hoạch học tập
3 : Trả lời các câu hỏi
*Bạn tốt nghiệp được mấy năm rồi
*Thích tp nào ở TQ nhất
* Đã làm công việc gì liên quan đến chuyên ngành chưa
* Ngành của bạn có mấy phương diện bạn hiểu như nào
* Trình độ tiếng anh như nào",,,
,,Thạc sĩ,,,,
47,Đại Học Quảng Châu,Đại học,"Ngành QTKD
1.Giới thiệu bản thân
2.Lí do chọn trường
3.Nếu được mua hàng trên mạng thì em sẽ mua gì? vì sao
4.Nếu để bán những sản phẩm/ hàng hóa của mình thì mình sẽ dùng phương pháp nào? hay cách thức để có thể quảng cáo sản phẩm mình muốn bán một cách nhanh ",,,
,,Thạc sĩ,,,,
48,Đại Học Sư Phạm Hoa Nam,Đại học,"1. Giới thiệu bản thân
2. Lí do chọn trường
3.Sau khi tốt nghiệp em định ở lại TQ làm việc hay có kế hoạch gì không 
4. Chia sẻ quá trình làm việc cũng như quá trình học tiếng Trung ở VN ",,,
,,Thạc sĩ,,,,
49,,Đại học,,,,
,,Thạc sĩ,,,,
50,,Đại học,,,,
,,Thạc sĩ,,,,
51,,Đại học,,,,
,,Thạc sĩ,,,,
52,,Đại học,,,,
,,Thạc sĩ,,,,
53,,Đại học,,,,
,,Thạc sĩ,,,,
54,,Đại học,,,,
,,Thạc sĩ,,,,
55,,Đại học,,,,
,,Thạc sĩ,,,,
56,,Đại học,,,,
,,Thạc sĩ,,,,
57,,Đại học,,,,
,,Thạc sĩ,,,,
58,,Đại học,,,,
,,Thạc sĩ,,,,
59,,Đại học,,,,
,,Thạc sĩ,,,,
60,,Đại học,,,,
,,Thạc sĩ,,,,
61,,Đại học,,,,
,,Thạc sĩ,,,,
62,,Đại học,,,,
,,Thạc sĩ,,,,
63,,Đại học,,,,
,,Thạc sĩ,,,,
64,,Đại học,,,,
,,Thạc sĩ,,,,
65,,Đại học,,,,
,,Thạc sĩ,,,,
